title,source,url,state,category,country,status
NGO Foundation 896,Generated Dataset,,karnataka,health,india,active
NGO Foundation 897,Generated Dataset,,karnataka,health,india,active
NGO Foundation 898,Generated Dataset,,maharashtra,women,india,active
NGO Foundation 899,Generated Dataset,,tamil nadu,food,india,active
NGO Foundation 900,Generated Dataset,,tamil nadu,social,india,active
NGO Foundation 901,Generated Dataset,,karnataka,education,india,active
NGO Foundation 902,Generated Dataset,,karnataka,education,india,active
NGO Foundation 903,Generated Dataset,,delhi,women,india,active
NGO Foundation 904,Generated Dataset,,tamil nadu,food,india,active
NGO Foundation 905,Generated Dataset,,karnataka,women,india,active
NGO Foundation 906,Generated Dataset,,maharashtra,environment,india,active
NGO Foundation 907,Generated Dataset,,karnataka,social,india,active
NGO Foundation 908,Generated Dataset,,karnataka,health,india,active
NGO Foundation 909,Generated Dataset,,tamil nadu,education,india,active
NGO Foundation 910,Generated Dataset,,karnataka,food,india,active
NGO Foundation 911,Generated Dataset,,delhi,women,india,active
NGO Foundation 912,Generated Dataset,,tamil nadu,women,india,active
NGO Foundation 913,Generated Dataset,,karnataka,health,india,active
NGO Foundation 914,Generated Dataset,,delhi,food,india,active
NGO Foundation 915,Generated Dataset,,uttar pradesh,social,india,active
NGO Foundation 916,Generated Dataset,,uttar pradesh,environment,india,active
NGO Foundation 917,Generated Dataset,,uttar pradesh,food,india,active
NGO Foundation 918,Generated Dataset,,tamil nadu,health,india,active
NGO Foundation 919,Generated Dataset,,tamil nadu,environment,india,active
NGO Foundation 920,Generated Dataset,,uttar pradesh,environment,india,active
NGO Foundation 921,Generated Dataset,,delhi,environment,india,active
NGO Foundation 922,Generated Dataset,,tamil nadu,food,india,active
NGO Foundation 923,Generated Dataset,,uttar pradesh,education,india,active
NGO Foundation 924,Generated Dataset,,delhi,environment,india,active
NGO Foundation 925,Generated Dataset,,tamil nadu,education,india,active
NGO Foundation 926,Generated Dataset,,maharashtra,health,india,active
NGO Foundation 927,Generated Dataset,,tamil nadu,social,india,active
NGO Foundation 928,Generated Dataset,,karnataka,food,india,active
NGO Foundation 929,Generated Dataset,,karnataka,health,india,active
NGO Foundation 930,Generated Dataset,,uttar pradesh,health,india,active
NGO Foundation 931,Generated Dataset,,uttar pradesh,women,india,active
NGO Foundation 932,Generated Dataset,,uttar pradesh,food,india,active
NGO Foundation 933,Generated Dataset,,uttar pradesh,environment,india,active
NGO Foundation 934,Generated Dataset,,maharashtra,health,india,active
NGO Foundation 935,Generated Dataset,,delhi,women,india,active
NGO Foundation 936,Generated Dataset,,tamil nadu,education,india,active
NGO Foundation 937,Generated Dataset,,delhi,women,india,active
NGO Foundation 938,Generated Dataset,,delhi,health,india,active
NGO Foundation 939,Generated Dataset,,maharashtra,social,india,active
NGO Foundation 940,Generated Dataset,,uttar pradesh,social,india,active
NGO Foundation 941,Generated Dataset,,karnataka,women,india,active
NGO Foundation 942,Generated Dataset,,uttar pradesh,health,india,active
NGO Foundation 943,Generated Dataset,,uttar pradesh,environment,india,active
NGO Foundation 944,Generated Dataset,,karnataka,women,india,active
NGO Foundation 945,Generated Dataset,,karnataka,social,india,active
NGO Foundation 946,Generated Dataset,,karnataka,social,india,active
NGO Foundation 947,Generated Dataset,,karnataka,women,india,active
NGO Foundation 948,Generated Dataset,,karnataka,education,india,active
NGO Foundation 949,Generated Dataset,,karnataka,health,india,active
NGO Foundation 950,Generated Dataset,,uttar pradesh,health,india,active
NGO Foundation 951,Generated Dataset,,delhi,education,india,active
NGO Foundation 952,Generated Dataset,,maharashtra,women,india,active
NGO Foundation 953,Generated Dataset,,karnataka,women,india,active
NGO Foundation 954,Generated Dataset,,uttar pradesh,social,india,active
NGO Foundation 955,Generated Dataset,,tamil nadu,education,india,active
NGO Foundation 956,Generated Dataset,,maharashtra,health,india,active
NGO Foundation 957,Generated Dataset,,tamil nadu,social,india,active
NGO Foundation 958,Generated Dataset,,delhi,education,india,active
NGO Foundation 959,Generated Dataset,,tamil nadu,environment,india,active
NGO Foundation 960,Generated Dataset,,uttar pradesh,food,india,active
NGO Foundation 961,Generated Dataset,,uttar pradesh,food,india,active
NGO Foundation 962,Generated Dataset,,maharashtra,education,india,active
NGO Foundation 963,Generated Dataset,,karnataka,food,india,active
NGO Foundation 964,Generated Dataset,,delhi,education,india,active
NGO Foundation 965,Generated Dataset,,karnataka,education,india,active
NGO Foundation 966,Generated Dataset,,tamil nadu,environment,india,active
NGO Foundation 967,Generated Dataset,,karnataka,food,india,active
NGO Foundation 968,Generated Dataset,,delhi,education,india,active
NGO Foundation 969,Generated Dataset,,karnataka,environment,india,active
NGO Foundation 970,Generated Dataset,,karnataka,environment,india,active
NGO Foundation 971,Generated Dataset,,delhi,food,india,active
NGO Foundation 972,Generated Dataset,,tamil nadu,food,india,active
NGO Foundation 973,Generated Dataset,,delhi,environment,india,active
NGO Foundation 974,Generated Dataset,,uttar pradesh,education,india,active
NGO Foundation 975,Generated Dataset,,maharashtra,women,india,active
NGO Foundation 976,Generated Dataset,,tamil nadu,food,india,active
NGO Foundation 977,Generated Dataset,,tamil nadu,health,india,active
NGO Foundation 978,Generated Dataset,,karnataka,environment,india,active
NGO Foundation 979,Generated Dataset,,karnataka,education,india,active
NGO Foundation 980,Generated Dataset,,tamil nadu,social,india,active
NGO Foundation 981,Generated Dataset,,maharashtra,education,india,active
NGO Foundation 982,Generated Dataset,,maharashtra,social,india,active
NGO Foundation 983,Generated Dataset,,tamil nadu,social,india,active
NGO Foundation 984,Generated Dataset,,delhi,environment,india,active
NGO Foundation 985,Generated Dataset,,maharashtra,women,india,active
NGO Foundation 986,Generated Dataset,,delhi,education,india,active
NGO Foundation 987,Generated Dataset,,karnataka,women,india,active
NGO Foundation 988,Generated Dataset,,karnataka,education,india,active
NGO Foundation 989,Generated Dataset,,karnataka,education,india,active
NGO Foundation 990,Generated Dataset,,maharashtra,health,india,active
NGO Foundation 991,Generated Dataset,,tamil nadu,health,india,active
NGO Foundation 992,Generated Dataset,,maharashtra,social,india,active
NGO Foundation 993,Generated Dataset,,tamil nadu,women,india,active
NGO Foundation 994,Generated Dataset,,maharashtra,women,india,active
NGO Foundation 995,Generated Dataset,,delhi,health,india,active
NGO Foundation 996,Generated Dataset,,tamil nadu,health,india,active
NGO Foundation 997,Generated Dataset,,uttar pradesh,food,india,active
NGO Foundation 998,Generated Dataset,,tamil nadu,environment,india,active
NGO Foundation 999,Generated Dataset,,uttar pradesh,women,india,active
